product_id,title,description
rtoml,rtoml,"# rtoml

[![Actions Status](https://github.com/samuelcolvin/rtoml/workflows/CI/badge.svg)](https://github.com/samuelcolvin/rtoml/actions?query=event%3Apush+branch%3Amain+workflow%3ACI)
[![Coverage](https://codecov.io/gh/samuelcolvin/rtoml/branch/main/graph/badge.svg)](https://codecov.io/gh/samuelcolvin/rtoml)
[![pypi](https://img.shields.io/pypi/v/rtoml.svg)](https://pypi.python.org/pypi/rtoml)
[![versions](https://img.shields.io/pypi/pyversions/rtoml.svg)](https://github.com/samuelcolvin/rtoml)
[![license](https://img.shields.io/github/license/samuelcolvin/rtoml.svg)](https://github.com/samuelcolvin/rtoml/blob/main/LICENSE)


A better TOML library for python implemented in rust.

## Why Use rtoml

* Correctness: rtoml is based on the widely used and very stable [toml-rs](https://github.com/alexcrichton/toml-rs)
library, it passes all the [standard TOML tests](https://github.com/BurntSushi/toml-test) as well as having 100%
coverage on python code. Other TOML libraries for python I tried all failed to parse some valid TOML.
* Performance: see [github.com/pwwang/toml-bench](https://github.com/pwwang/toml-bench) -
  rtoml is the fastest Python TOML libraries at the time of writing.
* `None`-value handling: rtoml has flexible support for `None` values, instead of simply ignoring them.

## Install

Requires `python>=3.9`, binaries are available from PyPI for Linux, macOS and Windows,
see [here](https://pypi.org/project/rtoml/#files).

```bash
pip install rtoml
```

If no binary is available on pypi for you system configuration; you'll need rust stable
installed before you can install rtoml.

## Usage

#### load
```python
def load(toml: Union[str, Path, TextIO], *, none_value: Optional[str] = None) -> Dict[str, Any]: ...
```

Parse TOML via a string or file and return a python dictionary.

* `toml`: a `str`, `Path` or file object from `open()`.
* `none_value`: controlling which value in `toml` is loaded as `None` in python. By default, `none_value` is `None`, which means nothing is loaded as `None`

#### loads
```python
def loads(toml: str, *, none_value: Optional[str] = None) -> Dict[str, Any]: ...
```

Parse a TOML string and return a python dictionary. (provided to match the interface of `json` and similar libraries)

* `toml`: a `str` containing TOML.
* `none_value`: controlling which value in `toml` is loaded as `None` in python. By default, `none_value` is `None`, which means nothing is loaded as `None`

#### dumps
```python
def dumps(obj: Any, *, pretty: bool = False, none_value: Optional[str] = ""null"") -> str: ...
```

Serialize a python object to TOML.

* `obj`: a python object to be serialized.
* `pretty`: if `True` the output has a more ""pretty"" format.
* `none_value`: controlling how `None` values in `obj` are serialized. `none_value=None` means `None` values are ignored.

#### dump
```python
def dump(
    obj: Any, file: Union[Path, TextIO], *, pretty: bool = False, none_value: Optional[str] = ""null""
) -> int: ...
```

Serialize a python object to TOML and write it to a file.

* `obj`: a python object to be serialized.
* `file`: a `Path` or file object from `open()`.
* `pretty`: if `True` the output has a more ""pretty"" format.
* `none_value`: controlling how `None` values in `obj` are serialized. `none_value=None` means `None` values are ignored.

### Examples

```py
from datetime import datetime, timezone, timedelta
import rtoml

obj = {
    'title': 'TOML Example',
    'owner': {
        'dob': datetime(1979, 5, 27, 7, 32, tzinfo=timezone(timedelta(hours=-8))),
        'name': 'Tom Preston-Werner',
    },
    'database': {
        'connection_max': 5000,
        'enabled': True,
        'ports': [8001, 8001, 8002],
        'server': '192.168.1.1',
    },
}

loaded_obj = rtoml.load(""""""\
# This is a TOML document.

title = ""TOML Example""

[owner]
name = ""Tom Preston-Werner""
dob = 1979-05-27T07:32:00-08:00 # First class dates

[database]
server = ""192.168.1.1""
ports = [8001, 8001, 8002]
connection_max = 5000
enabled = true
"""""")

assert loaded_obj == obj

assert rtoml.dumps(obj) == """"""\
title = ""TOML Example""

[owner]
dob = 1979-05-27T07:32:00-08:00
name = ""Tom Preston-Werner""

[database]
connection_max = 5000
enabled = true
server = ""192.168.1.1""
ports = [8001, 8001, 8002]
""""""
```

An example of `None`-value handling:

```python
obj = {
    'a': None,
    'b': 1,
    'c': [1, 2, None, 3],
}

# Ignore None values
assert rtoml.dumps(obj, none_value=None) == """"""\
b = 1
c = [1, 2, 3]
""""""

# Serialize None values as '@None'
assert rtoml.dumps(obj, none_value='@None') == """"""\
a = ""@None""
b = 1
c = [1, 2, ""@None"", 3]
""""""

# Deserialize '@None' back to None
assert rtoml.load(""""""\
a = ""@None""
b = 1
c = [1, 2, ""@None"", 3]
"""""", none_value='@None') == obj
```"
spotify,spotify,spotify.py is an asynchronous API wrapper for Spotify written in Python.
eql,eql,Event Query Language
pyldap,pyldap,DEPRECATED; use python-ldap instead
autorch-sphinx-theme,autorch-sphinx-theme,PyTorch Sphinx Theme
flask-breadcrumbs,Flask-Breadcrumbs,Flask-Breadcrumbs adds support for generating site breadcrumb navigation.
python-logging-loki,python-logging-loki,Python logging handler for Grafana Loki.
superdesk-core,Superdesk-Core,Superdesk Core library
djangocms-picture,djangocms-picture,Adds an image plugin to django CMS
django-rest-multiple-models,django-rest-multiple-models,Multiple model/queryset view (and mixin) for Django Rest Framework
google-cloud-asset,google-cloud-asset,Google Cloud Asset API client library
django-scim2,django-scim2,A partial implementation of the SCIM 2.0 provider specification for use with Django.
dry-rest-permissions,dry-rest-permissions,Rules based permissions for the Django Rest Framework
sanic-session,sanic-session,"Provides server-backed sessions for Sanic using Redis, Memcache and more."
drf-api-tracking,drf-api-tracking,Utils to log Django Rest Framework requests to the database
jupyterthemes,jupyterthemes,Select and install a Jupyter notebook theme
flask-sqlalchemy-session,Flask-SQLAlchemy-Session,SQL Alchemy session scoped on Flask requests.
django-render-block,django-render-block,Render a particular block from a template to a string.
django-zxcvbn-password,django-zxcvbn-password,Back-end and Front-end password validation with ZXCVBN.
atila,atila,Atila Framework
edx-rest-api-client,edx-rest-api-client,Client utilities to access various Open edX Platform REST APIs.
peewee-migrations,peewee-migrations,Migration engine for peewee orm
discord-voice,discord-voice,Sans-I/O implementation of Discord voice communication
cuid,cuid,"Fast, scalable unique ID generation"
ambition-edc,ambition-edc,Ambition Trial EDC (https://doi.org/10.1186/ISRCTN72509687)
sqlalchemy-searchable,sqlalchemy-searchable,Provides fulltext search capabilities for declarative SQLAlchemy models.
celery-progress,celery-progress,"Drop in, configurable, dependency-free progress bars for your Django/Celery applications."
bjoern,bjoern,A screamingly fast Python 2 + 3 WSGI server written in C.
quart-discord,Quart-Discord,Discord OAuth2 extension for Quart.
geoip,GeoIP,MaxMind GeoIP Legacy Database - Python API
wait-for-it,wait-for-it,Wait for service(s) to be available before executing a command.
discord2,discord2,A Python wrapper for the Discord API
edx-django-release-util,edx-django-release-util,edx-django-release-util
jupyter-http-over-ws,jupyter-http-over-ws,Jupyter support for HTTP-over-ws
pypac,PyPAC,Proxy auto-config and auto-discovery for Python.
dead-hosts-launcher,dead-hosts-launcher,The launcher of the Dead-Hosts infrastructure.
many-requests,many-requests,Dead easy interface for executing many HTTP requests asynchronously. Also provides helper functions for executing embarrassingly parallel async coroutines.
dns-lexicon,dns-lexicon,Manipulate DNS records on various DNS providers in a standardized/agnostic way
django-tools,django-tools,miscellaneous tools for Django based projects
urlpath,urlpath,Object-oriented URL from `urllib.parse` and `pathlib`
cabby,cabby,TAXII client library
djangocms-file,djangocms-file,Adds file plugin to django CMS
djangocms-video,djangocms-video,Adds video plugin to django CMS.
abeja-sdk,abeja-sdk,ABEJA Platform Software Development Kit
grafana-api,grafana-api,Yet another Python library for Grafana API
edc-visit-schedule,edc-visit-schedule,Base classes for visit reports/tracking in clinicedc/edc
eve,Eve,Python REST API for Humans.
pyxnat,pyxnat,XNAT in Python
cornice,cornice,Define Web Services in Pyramid.
edc-action-item,edc-action-item,Add patient action items to clinicedc/edc projects
flask-bootstrap4,Flask-Bootstrap4,"An extension that includes Bootstrap in your project, without any boilerplate code."
hentai,hentai,Implements a wrapper class around nhentai's RESTful API.
spark,spark,"A Super-Small, Super-Fast, and Super-Easy web framework"
http-parser,http-parser,http request/response parser
aiohttp-devtools,aiohttp-devtools,Dev tools for aiohttp
edx-auth-backends,edx-auth-backends,Custom edX authentication backends and pipeline steps
python-u2flib-server,python-u2flib-server,Python based U2F server library
orionsdk,orionsdk,Python API for the SolarWinds Orion SDK
flask-hal,Flask-HAL,Provides easy integration of the HAL specification for your REST Flask Applications.
pygeocoder,pygeocoder,"Python interface for Google Geocoding API V3. Can be used to easily geocode, reverse geocode, validate and format addresses."
google-cloud-functions,google-cloud-functions,Google Cloud Functions API client library
edc-auth,edc-auth,Authentication for clinicedc/edc projects
token-bucket,token-bucket,Very fast implementation of the token bucket algorithm.
django-tree-queries,django-tree-queries,"Tree queries with explicit opt-in, without configurability"
django-cities-light,django-cities-light,Simple alternative to django-cities
ultimate-sitemap-parser,ultimate-sitemap-parser,A performant library for parsing and crawling sitemaps
drf-recaptcha,drf-recaptcha,Django rest framework recaptcha field serializer
python-cas,python-cas,Python CAS client library
sqlalchemy-diff,sqlalchemy-diff,Compare two database schemas using sqlalchemy.
flask-queryinspect,Flask-QueryInspect,Flask extension to provide metrics on SQL queries per request.
srvlookup,srvlookup,Service lookup using DNS SRV records
django-auth-adfs,django-auth-adfs,A Django authentication backend for Microsoft ADFS and AzureAD
dkimpy,dkimpy,"DKIM (DomainKeys Identified Mail), ARC (Authenticated Receive Chain), and TLSRPT (TLS Report) email signing and verification"
flask-menu,flask-menu,"""Flask-Menu is a Flask extension that adds support for generating menus."""
zope,Zope,Zope application server / web framework
aioimaplib,aioimaplib,Python asyncio IMAP4rev1 client library
django-admin-json-editor,django-admin-json-editor,A simple Django app to add JSON widget into Django Administration.
hikari,hikari,A sane Discord API for Python 3 built on asyncio and good intentions
asgi-correlation-id,asgi-correlation-id,Middleware correlating project logs to individual requests
pyrss2gen,PyRSS2Gen,Generate RSS2 using a Python data structure
filestack-python,filestack-python,Filestack Python SDK
facepy,facepy,Facepy makes it really easy to use Facebook's Graph API
pylti1p3,PyLTI1p3,LTI 1.3 Advantage Tool implementation in Python
flask-oidc2,flask-oidc2,OpenID Connect extension for Flask
edc-appointment,edc-appointment,Appointment module for clinicedc/edc projects
uwsgi-tools,uwsgi-tools,uwsgi tools: curl and reverse proxy
secure-cookie,secure-cookie,Secure cookie and session interface for WSGI applications.
pyck,PyCK,Python Code Karigar - Web Framework
flask-plugins,Flask-Plugins,Create plugins for your Flask application
spur,spur,Run commands and manipulate files locally or over SSH using the same interface
django-static-sitemaps,django-static-sitemaps,Tool for generating sitemaps as static files
fastapi-crudrouter,fastapi-crudrouter,A dynamic FastAPI router that automatically creates CRUD routes for your models
edc-consent,edc-consent,"Base models, forms and admin for participant ICF for clinicedc/edc projects"
pylast,pylast,A Python interface to Last.fm and Libre.fm
discord-ext-ipc,discord-ext-ipc,A discord.py extension for inter-process communication.
robyn,robyn,A Super Fast Async Python Web Framework with a Rust runtime.
pydantic-yaml,pydantic-yaml,YAML reading/writing for Pydantic models
falocalrepo,falocalrepo,"Pure Python program to download any user's gallery, scraps, favorites, and journals from FurAffinity in an easily handled database."
djangocms-style,djangocms-style,Adds style plugin to django CMS
webhelpers2,WebHelpers2,WebHelpers2
certbot-dns-rfc2136,certbot-dns-rfc2136,RFC 2136 DNS Authenticator plugin for Certbot
edc-visit-tracking,edc-visit-tracking,Base classes for visit reports/tracking in clinicedc/edc
goose3,goose3,"Html Content / Article Extractor, web scrapping for Python3"
edc-data-manager,edc-data-manager,Data manager administrative models and classes for clinicedc/edc projects
mapproxy,MapProxy,An accelerating proxy for tile and web map services
flask-mysql,Flask-MySQL,Flask simple mysql client
pyvimeo,PyVimeo,Simple interaction with the Vimeo API.
dozer,Dozer,WSGI Middleware version of the CherryPy memory leak debugger
django-admin-multiple-choice-list-filter,django-admin-multiple-choice-list-filter,A Django app to add a Multiple Choice List Filter to the admin interface.
django-static-precompiler,django-static-precompiler,Django template tags to compile all kinds of static files
devpi-server,devpi-server,"devpi-server: reliable, private, and pypi.org caching server"
edx-django-sites-extensions,edx-django-sites-extensions,Custom extensions for the Django sites framework
txtorcon,txtorcon,"Twisted-based Tor controller client, with state-tracking and     configuration abstractions.     https://txtorcon.readthedocs.org     https://github.com/meejah/txtorcon"
edc-lab,edc-lab,LIMS/lab classes for clinicedc/edc projects
goodtables,goodtables,Goodtables is a framework to inspect tabular data.
es2csv,es2csv,A CLI tool for exporting data from Elasticsearch into a CSV file.
edc-adverse-event,edc-adverse-event,Adverse event and death classes for clinicedc/edc projects
aioftp,aioftp,ftp client/server for asyncio
edc-model-admin,edc-model-admin,"Edc custom django ModelAdmin mixins, tags and templates for clinicedc/edc projects"
edc-dashboard,edc-dashboard,"Dashboard classes, templates for clinicedc/edc projects"
django-invitations,django-invitations,Generic invitations app with support for django-allauth
python-coveralls,python-coveralls,Python interface to coveralls.io API
request-id,request-id,Attach a unique identifier to every WSGI request.
edc-transfer,edc-transfer,Simple classes related to the django sites framework for clinicedc projects
django-markdown-deux,django-markdown-deux,a Django app that provides template tags for using Markdown (using the python-markdown2 processor)
gcloud-rest-auth,gcloud-rest-auth,Python Client for Google Cloud Auth
django-cas-ng,django-cas-ng,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.2, 3.0, 3.1, 3.2, 4.0 and Python 3.7+"
optimus,Optimus,"Optimus is a static site builder using Jinja2, webassets and Babel."
dialogflow,dialogflow,Client library for the Dialogflow API
flask-rq2,Flask-RQ2,A Flask extension for RQ.
django-twilio,django-twilio,Build Twilio functionality into your Django apps.
sbvirtualdisplay,sbvirtualdisplay,A customized pyvirtualdisplay for SeleniumBase.
edc-registration,edc-registration,Patient registration module for clinicedc/edc projects
allianceauth-afat,allianceauth-afat,Another Fleet Activity Tracking tool for Alliance Auth
edc-randomization,edc-randomization,Randomization classes for clinicedc/edc
klein,klein,werkzeug + twisted.web
player,player,Pyramid view layers
streaming-form-data,streaming-form-data,Streaming parser for multipart/form-data
docraptor,docraptor,DocRaptor
djangocms-snippet,djangocms-snippet,Adds snippet plugin to django CMS.
djangocms-icon,djangocms-icon,Adds icon plugin to django CMS.
pylucid,PyLucid,PyLucid CMS
postal,postal,Python bindings to libpostal for fast international address parsing/normalization
sphinxcontrib-django,sphinxcontrib-django,Improve the Sphinx autodoc for Django classes.
django-email-bandit,django-email-bandit,django-email-bandit is a Django email backend for hijacking email sending in a test environment.
djangocms-googlemap,djangocms-googlemap,Adds Google Maps plugins to django CMS.
grafeas,grafeas,Grafeas API client library
django-embed-video,django-embed-video,Django app for easy embedding YouTube and Vimeo videos and music from SoundCloud.
discoart,discoart,Create Disco Diffusion artworks in one line
edc-metadata,edc-metadata,Add a metadata layer to data entry
canvacord,canvacord,A Python Version of Canvacord
flask-restless,Flask-Restless,A Flask extension for easy ReSTful API generation
drf-enum-field,drf-enum-field,EnumField support for Django REST Framework 3
axju-jokes,axju-jokes,Jokes for python
edc-identifier,edc-identifier,Manage participant and other identifiers in the clinicedc/edc projects
wsgiserver,WSGIserver,"A high-speed, production ready, thread pooled, generic WSGI server with SSL support"
apistar,apistar,"API documentation, validation, mocking, and clients."
django-userforeignkey,django-userforeignkey,A simple Django app that will give you a UserForeignKey model field.
google-cloud-containeranalysis,google-cloud-containeranalysis,Google Cloud Containeranalysis API client library
requests-oauth2,requests-oauth2,OAuth2 support to Python-Requests HTTP library.
django-models-redis-cache,django-models-redis-cache,"Django Models Redis Cache (DMoReCa), library that gives your specified Django models regular caching via Redis"
django-djconfig,django-djconfig,DjConfig is a Django app for storing dynamic configurations.
feincms,FeinCMS,Django-based Page CMS and CMS building toolkit.
cloudstorage,cloudstorage,Unified cloud storage API for storage services.
edc,edc,EDC core modules for clinicedc/edc projects
breadability,breadability,Port of Readability HTML parser in Python
blue,blue,Blue -- Some folks like black but I prefer blue.
squirroclient,SquirroClient,Python client for the Squirro API
favicon,favicon,Get a website's favicon.
aiorpcx,aiorpcX,"Generic async RPC implementation, including JSON-RPC"
edc-pharmacy,edc-pharmacy,Pharmacy models and classes for clinicedc/edc projects
eve-elastic,Eve-Elastic,Elasticsearch data layer for eve rest framework
edc-device,edc-device,Get info on a data collection device for clinicedc/edc projects
flask-qrcode,Flask-QRcode,A concise Flask extension to render QR codes on Jinja2 templates using python-qrcode
gcloud-aio-bigquery,gcloud-aio-bigquery,Python Client for Google Cloud BigQuery
uwsgidecorators,uwsgidecorators,uwsgidecorators standalone package
edc-list-data,edc-list-data,Populate list data and other static model data on startup in clinicedc/edc projects
flask-jsonpify,Flask-Jsonpify,A Flask extension adding a decorator for JSONP support
labelme,labelme,Image Polygonal Annotation with Python
flask-resty,Flask-RESTy,Building blocks for REST APIs for Flask
django-rest-framework-mongoengine,django-rest-framework-mongoengine,MongoEngine support for Django Rest Framework.
gallery-dl,gallery-dl,Command-line program to download image galleries and collections from several image hosting sites
wiremock,wiremock,Wiremock Admin API Client
rst2txt,rst2txt,Convert reStructuredText to plain text
urlgrabber,urlgrabber,A high-level cross-protocol url-grabber
gcp-docuploader,gcp-docuploader,
google-cloud-happybase,google-cloud-happybase,Client library for Google Cloud Bigtable: HappyBase layer
janrain-python-api,janrain-python-api,Python interface to the Janrain Capture API.
abejacli,abejacli,ABEJA Platform Command line tool
edc-label,edc-label,Labeling
django-inline-svg,django-inline-svg,A simple SVG template tag for Django
headerparser,headerparser,argparse for mail-style headers
aa-srp,aa-srp,Improved SRP Module for Alliance Auth
airspeed,airspeed,Airspeed is a powerful and easy-to-use templating engine for Python that aims for a high level of compatibility with the popular Velocity library for Java.
edc-lab-dashboard,edc-lab-dashboard,Lab dashboard views for clinicedc/edc projects
django-dry-rest-permissions,django-dry-rest-permissions,Rules based permissions for the Django Rest Framework
djangocms-bootstrap4,djangocms-bootstrap4,Adds Bootstrap 4 components as plugins.
edc-constants,edc-constants,Common constants & choices for clinicedc/edc projects.
sol,SoL,Carrom tournaments management
edc-review-dashboard,edc-review-dashboard,A dashboard with direct links to review a subject's CRFs and Requisitions in clinicedc/edc projects
xmpppy,xmpppy,XMPP implementation in Python
flask-htmlmin,Flask-HTMLmin,Minify flask text/html mime type responses
httpie-jwt-auth,httpie-jwt-auth,JWTAuth plugin for HTTPie.
django-rest-framework-social-oauth2,django-rest-framework-social-oauth2,python-social-auth and oauth2 support for django-rest-framework
device-detector,device-detector,Python3 port of matomo's Device Detector
exabgp,exabgp,BGP swiss army knife
ambition-subject,ambition-subject,Subject/Participant models for ambition/edc.
alembic-verify,alembic-verify,A library to verify migrations and models are in sync.
fanficfare,FanFicFare,A tool for downloading fanfiction to eBook formats
cashews,cashews,cache tools with async power
gcloud-aio-pubsub,gcloud-aio-pubsub,Python Client for Google Cloud Pub/Sub
sentence-splitter,sentence-splitter,Text to sentence splitter using heuristic algorithm by Philipp Koehn and Josh Schroeder
feincms3,feincms3,CMS-building toolkit for Django
djangorestframework-jsonp,djangorestframework-jsonp,JSONP support for Django REST Framework
flask-awscognito,Flask-AWSCognito,Authenticate users with AWS Cognito
scrapinghub,scrapinghub,Client interface for Scrapinghub API
tenjin,Tenjin,a fast and full-featured template engine based on embedded Python
flask-and-redis,Flask-And-Redis,Simple as dead support of Redis database for Flask apps.
mojang,mojang,A Python wrapper for the Mojang API and Minecraft website
django-spaghetti-and-meatballs,django-spaghetti-and-meatballs,Its a spicy meatball for serving up fresh hot entity-relationship diagrams straight from your django models.
django-request-cache,django-request-cache,A simple Django app that provides a per-request cache.
google-cloud-appengine-admin,google-cloud-appengine-admin,Google Cloud Appengine Admin API client library
edc-form-validators,edc-form-validators,Form validator classes for common patterns in django ModelForms.
edc-reportable,edc-reportable,"Reportable clinic events, reference ranges, grading for clinicedc/edc projects"
wsgidav,WsgiDAV,Generic and extendable WebDAV server based on WSGI
naval,naval,Validation library with error messages in multiple languages and a readable syntax.
solution,Solution,An amazing form solution
sumy,sumy,Module for automatic summarization of text documents and HTML pages.
django-username-email,django-username-email,Custom Django User model that makes email the USERNAME_FIELD.
odmantic,odmantic,"ODMantic, an AsyncIO MongoDB Object Document Mapper for Python using type hints"
wtforms-sqlalchemy,WTForms-SQLAlchemy,SQLAlchemy tools for WTForms
flask-markdown,Flask-Markdown,Small extension to make using markdown easy
django-analytical,django-analytical,Analytics service integration for Django projects
django-url-shortening,django-url-shortening,A URL shortening app for Django.
django-chunkator,django-chunkator,"Chunk large QuerySets into small chunks, and iterate over them without killing your RAM."
wagtailfontawesome,wagtailfontawesome,Add FontAwesome icons to StreamField.
flask-inflate,Flask-Inflate,Inflate / Decompress gzipped requests
cloudmesh-installer,cloudmesh-installer,Installer for cloudmesh
flask-minify,Flask-Minify,"Flask extension to minify html, css, js and less."
consulate,consulate,A Client library for the Consul
aa-memberaudit,aa-memberaudit,An Alliance Auth app that provides full access to Eve characters
django-audit-fields,django-audit-fields,"Add model fields to track creation and modification dates, users and more on save"
pychrome,pychrome,A Python Package for the Google Chrome Dev Protocol
edc-offstudy,edc-offstudy,Base classes for off study process for clinicedc/edc
kinesis-python,kinesis-python,"Low level, multiprocessing based AWS Kinesis producer & consumer library"
surveygizmo,SurveyGizmo,A Python Wrapper for SurveyGizmo's restful API service.
edc-model,edc-model,Base model mixins clinicedc/edc projects
woothee,woothee,"Cross-language UserAgent classifier library, python implementation"
flask-dropzone,Flask-Dropzone,Upload files in Flask with Dropzone.js.
advocate,advocate,A wrapper around the requests library for safely making HTTP requests on behalf of a third party
aa-forum,aa-forum,Simple forum for Alliance Auth
trello,trello,Python library for interacting with the Trello API
drf-renderer-xlsx,drf-renderer-xlsx,Stub to alias the `drf-excel` package.
django-author,django-author,Add special User ForeignKey fields which update automatically
django-private-storage,django-private-storage,Private media file storage for Django projects
djangorestframework-yaml,djangorestframework-yaml,YAML support for Django REST Framework
django-service-objects,django-service-objects,Service objects for Django
flask-s3,Flask-S3,Seamlessly serve the static files of your Flask app from Amazon S3
aa-structures,aa-structures,App for managing Eve Online structures with Alliance Auth.
pycircleci,pycircleci,Python client for CircleCI API
flask-uploads,Flask-Uploads,Flexible and efficient upload handling for Flask
edc-screening,edc-screening,Screening and eligibility classes for clinicedc/edc
flask-paranoid,Flask-Paranoid,Simple user session protection
aiohttp-swagger3,aiohttp-swagger3,validation for aiohttp swagger openAPI 3
mimeparse,mimeparse,A module provides basic functions for parsing mime-type names and matching them against a list of media-ranges.
django-excel,django-excel,A django middleware that provides one application programminginterface to read and write data in different excel file formats
google-cloud-documentai,google-cloud-documentai,Google Cloud Documentai API client library
google-cloud-os-config,google-cloud-os-config,Google Cloud Os Config API client library
certbot-dns-nsone,certbot-dns-nsone,NS1 DNS Authenticator plugin for Certbot
edc-facility,edc-facility,Define clinic facilities for clinicedc/edc projects
feedgenerator,feedgenerator,Standalone version of django.utils.feedgenerator
wsgicors,wsgicors,WSGI for Cross Origin Resource Sharing (CORS)
you-get,you-get,Dumb downloader that scrapes the web
google-cloud-talent,google-cloud-talent,Google Cloud Talent API client library
webscripts,WebScripts,This tool runs CLI scripts and displays output in a Web Interface.
seedboxmanager,SeedboxManager,Seedbox Task Manager
quart-cors,quart-cors,"A Quart extension to provide Cross Origin Resource Sharing, access control, support"
pytube3,pytube3,Python 3 library for downloading YouTube Videos.
pywikibot,pywikibot,Python MediaWiki Bot Framework
event-tracking,event-tracking,A simple event tracking system.
google-cloud-access-context-manager,google-cloud-access-context-manager,Google Cloud Access Context Manager Protobufs
ambition-ae,ambition-ae,Adverse Event models and handling.
pyramid-zcml,pyramid-zcml,Zope Config Markup Language support for Pyramid
flask-gravatar,Flask-Gravatar,Small extension for Flask to make usage of Gravatar service easy.
aiosolr,aiosolr,Lightweight AsyncIO Python client for Apache Solr
django-pwa,django-pwa,A Django app to include a manifest.json and Service Worker instance to enable progressive web app behavior
selene,selene,Concise API for selenium in Python + Ajax support + PageObjects (Selenide port from Java to Python)
clip-client,clip-client,Embed images and sentences into fixed-length vectors via CLIP
edc-crf,edc-crf,Base classes for CRFs in clinicedc/edc projects
flask-rest-api,flask-rest-api,Build a REST API with Flask
django-clone,django-clone,Create a clone of a django model instance.
dockerflow,dockerflow,Python tools and helpers for Mozilla's Dockerflow
django-unique-upload,django-unique-upload,A django utility that creates unique file names for uploaded files via uuids.
django-admin-sso,django-admin-sso,Django SSO solution
edc-utils,edc-utils,Simple utilities for clinicedc/edc projects
clients,clients,High-level HTTP clients for Python.
pyramid-multiauth,pyramid-multiauth,An authentication policy for Pyramid that proxies to a stack of other authentication policies
django-prices,django-prices,Django fields for the prices module
django-partial-index,django-partial-index,PostgreSQL and SQLite partial indexes for Django models
cefpython3,cefpython3,GUI toolkit for embedding a Chromium widget in desktop applications
edc-protocol,edc-protocol,Protocol specific variables for clinicedc/edc
django-uuid-upload-path,django-uuid-upload-path,Generate short UUIDs and use them as paths for uploaded media files in Django.
linkheader,LinkHeader,"Parse and format link headers according to RFC 5988 ""Web Linking"""
apraw,aPRAW,aPRAW is an asynchronous Reddit API wrapper written in Python.
flask-kvsession,Flask-KVSession,Transparent server-side session support for flask
websocket-server,websocket-server,A simple fully working websocket-server in Python with no external dependencies
google-cloud-org-policy,google-cloud-org-policy,Google Cloud Org Policy API client library
jina-auth,jina-auth,A CLI for you to login in to Jina Ecosystem
citeurl,citeurl,an extensible tool to process legal citations in text
streamlink,streamlink,Streamlink is a command-line utility that extracts streams from various services and pipes them into a video player of choice.
pydig,pydig,Python wrapper library for the 'dig' command line tool
pyu4v,pyu4v,A Python library for use with Dell EMC's Unisphere for PowerMax REST API.
edc-prn,edc-prn,classes and utils for PRN forms in the clinicedc/edc projects
linkchecker,LinkChecker,check links in web documents or full websites
django-opentracing,django-opentracing,OpenTracing support for Django applications
django-mobile,django-mobile,Detect mobile browsers and serve different template flavours to them.
dirty-equals,dirty-equals,Doing dirty (but extremely useful) things with equals.
clam,CLAM,Turns command-line tools into fully-fledged RESTful webservices with an auto-generated web-interface for human end-users.
django-debreach,django-debreach,Adds middleware to give some added protection against the BREACH attack in Django.
aiocoap,aiocoap,Python CoAP library
excel2json-3,excel2json-3,Convert Excel Sheet into JSON file.
pystemmer,PyStemmer,"Snowball stemming algorithms, for information retrieval"
teslajsonpy,teslajsonpy,A library to work with Tesla API.
awslimitchecker,awslimitchecker,"A script and python module to check your AWS service limits and usage, and warn when usage approaches limits."
aa-stripe,aa-stripe,Stripe integration for Django-based projects
google-cloud-dialogflow-cx,google-cloud-dialogflow-cx,Google Cloud Dialogflow Cx API client library
flask-autoindex,Flask-AutoIndex,The mod_autoindex for Flask
django-admin-view-permission,django-admin-view-permission,A simple Django app which adds view permissions.
osgridconverter,OSGridConverter,Library to convert co-ordinates between the (UK) Ordnance Survey National Grid and latitude/longitude
brunette,brunette,A best practice Python code formatter
flask-mobility,Flask-Mobility,A Flask extension to simplify building mobile-friendly sites.
pheweb,PheWeb,A tool for building PheWAS websites from association files
aiohttp-sqlalchemy,aiohttp-sqlalchemy,SQLAlchemy 2.0 support for aiohttp.
clip-as-service,clip-as-service,Embed images and sentences into fixed-length vectors via CLIP
cannon,cannon,An SSH automation tool based on Exscript
django-crypto-fields,django-crypto-fields,Add encrypted field classes and more to your Django models
aiohttp-json-rpc,aiohttp-json-rpc,Implementation JSON-RPC 2.0 server and client using aiohttp on top of websockets transport
flameprof,flameprof,cProfile flamegraph generator
drf-generators,drf-generators,"Generate DRF Serializers, Views, and urls for your API application."
edc-ltfu,edc-ltfu,Loss to follow up classes for the clinicedc/edc
flask-silk,Flask-Silk,"Adds silk icons to your Flask application or blueprint, or extension."
aiohttp-json-api,aiohttp-json-api,JSON API driven by aiohttp
grafana-client,grafana-client,"A client library for accessing the Grafana HTTP API, written in Python"
edc-protocol-violation,edc-protocol-violation,Classes for protocol violations and deviations in clinicedc/edc projects
flask-user,Flask-User,"Customizable User Authentication & User Management: Register, Confirm, Login, Change username/password, Forgot password and more."
libthumbor,libthumbor,libthumbor is the python extension to generate thumbor URLs
edc-export,edc-export,Export data for clinicedc/edc projects
camerahub,camerahub,"App for cataloguing vintage cameras, lenses, films, negatives & prints"
certbot-dns-digitalocean,certbot-dns-digitalocean,DigitalOcean DNS Authenticator plugin for Certbot
